your call, son. but, y'know, we're around if you need us.	そうか でも 必要なときは呼んでくれ
well, you won.	あなたの勝ちね
would you scrub yourself and make yourself clean.	風呂に入れ きれいになってこい
i'd like to ask you a few questions about muratasan	こちらの107号室にお住まいだった村田さんについて
yeah, we love marumo.	うん マルモ大好き。
is it still down there?	まだ水の中?
so you like music?	聞いたことがない
why... god... why?	すぐに あの死神を喰らって 終わりにしてやる!
what is this?	これは何 それを何処で?
you used to like ooparts so much... but look what you did to that monster!	あんなに オーパーツが好きだって 言ってたのに そのモンスターを...。
how did you get involved?	ハンナはどうやって あなたにこんなことを?
i know what it means, but they're from the cbi.	わかってますけど cbiの人ですよ
unfortunately, in our agricultural system	不運にもこの農業システムは
this program has no disk. another stray.	このプログラムにはディスクが無い
come sit on santa's lap, huh?	ここに来てサンタさんの膝に座れ、な?
i'll try to trace it back to a purchase.	材質に特徴があるか
no, but... okay.	ええ いや
this is the police.	今日で最終回ですね。
it's under my discretion.	わかったなら 出て行けコイツを追い出せ
hey, tachibana!	えッ? 橘君
but that was a long time ago.	昔の話よ
no, dad...	なんで!
yes, it is, jesse. i have	いや、そうなんだ、ジェシー
i'm honored, sir.	光栄です
everything i ever thought about you, i was right.	やっぱり変人ね
this isn't my house.	我的手机也打不通
to relating to the deceased	故人との関係へと
which is an idea racist in its simplicity	虚構を思い浮かべます
across the arterials	接続する認可を得て
please, don't forget.	お願い
no, i have no intention of disputing that.	いいえ 反論するつもりなど ございません
he's in ventricular fibrillation. charge 200j.	モニターのチェック 心室細動だね 200jにチャージして
i'm gonna have him tell all and	あの人に 全てを話してもらって
[ bell tolling ]	言ってみろよ
it's your funeral.	ご愁傷様
so he came up with an idea:	彼は良い方法を 思いつきました
kid, that one?	kidって あの?
watch the light, you're off target.	ライトを見て目標に当てて
you tortured the guy, for christ sakes.	君は あの男を拷問したんだぞ
right. and you were a prison guard in sangar, right?	サンガーの刑務所の 警備員だった?
drop the weapon!	武器を捨てるんだ!
right dad!	そうか ハルトは...。
that's a nice shot, kid.	ナイス・ショットだったぜ
now the only person it turns out	現在、一つの兄弟だけが
nick, what do you say? please. let's go.	奴に消えて欲しいさ
they are coupled to light receptors	これらはあなたの目と同じように、
you're gone!	アウトだ!
to really understand	全ての問題が解決するかのように
not 'liv, though.	けどリブは違う
first, however, there was the difficult challenge of gaining his trust.	それ以外でも 彼の信頼を得る努力をしました
i should have known.	言ったはずです。 私は もう二度と➡
or maybe they should drop out	それともいよいよ退学 なんてね
there's no mistake?	ほんと、言えないわね。 だから、いやなら辞退できるわ。
sadly, no.	悲しいことに、そうだな
and then, later on, other arms organizations	後になって 中東のアル ザルカウィ グループの
make yourself known.	名乗り出なさい。
you need to hide your secret whores more carefully.	もう少し注意を払ったほうがいいわよ
yes. i like that i get to live with my father.	うん 父と暮らせるのは嬉しい
and war by the men who fight it.	そして戦争で 戦った男達による
but he was a good father.	良い父親だった
type it m.	入力しろ
weeks before that song made it to number one	No.1ヒットになる一週間前に殺されたのは
any idea why he'd come back?	戻った理由は?
so they were competitors?	競争相手?
but the truth is that in 1902	しかし実際は 1902年当時のクマは
arbitrary distinctions and a skewed worldview.	歪んだ世界観につながります
it looks like a fairly expensive bag.	随分 高そうなバッグだな
nothing too awful.	大したことはなかった
rhonda.	ロンダ!
oh, i didn't mean to put that one in there.	ここに入れる積りじゃなかった
it's a real monster.	バケモノだよ
it's a highspeed chase.	追跡しなくちゃならないのに
then we can talk.	私たちと話そう
mr. berenson, sloane nelson.	ベレンソンさん
named partner.	看板に名前も出るし―
could any of them identify you?	証明してくれる者が その中に居るか? 1人
i remember the taste of your milk in my mouth.	私の口の中に 貴方のミルクの味・・・
now, they had an annual winter festival.	毎年 冬に開催
i was looking for a fight.	戦いを探していたの
all of which are delayable in many of the cancers	それらのすべては多くのがんにおいて進行を遅らせることができるので
let you know if we learn anything.	何かわかったら 知らせよう
even if it says...	どんなに酷いこと。 。 。
still the same.	そのまんまだ
connecting them together through conferences	tedや、私の基金が毎年オックスフォードで
what are you to rokka?	君は 六花に ほれてるんだよね?
and i bet you know the record keeper. i know what he likes.	"保管係は知り合いか?" "プレイの好みも知ってるわ"
what is it?	キーとは?
well, never mind. so, what do you want us to do?	これが 貴様の やりたかったことか?
i'm not sure that you've got what it takes.	経験があると言われてもな
aah! aah!	かい~ かいぃ!
stop bothering my man everyone!	私の彼氏を困らせないでよ みんな!
the real perpetrator!	真犯人かも
oh, honey, he's all right.	大丈夫よ。
that bag you're holding, it's mine.	その鞄は私のものよ
what should we do?	こうするのさ。
make sure she can't. shh... finally.	出来ない様にしろ ついに
one more time! let's do it one more time!	何度かペストがはやり
the site is alive, isn't it?	現場は 生き物なんじゃないんですか?
could you examine the fingerprints on this one?	これの指紋を 調べてみてくれるかな。
we've acquired their entire database.	彼らのデータベースは 全て手に入れてある
i was so busy back in the kitchen	キッチンで忙しくしてたんだ
but why do you have that?	そんなわけで!
after today, doomsday clock's set at one minute to.	世界は終末への カウントダウンをはじめる
is actually a good thing, and i recommend it.	実は良いことだということです ぜひお勧めします
looks like they just opened up a new branch in new york.	NYにも進出してきたようだ
smooth! i bet that buttered her muffin.	やるな それで落ちる
let's do it!	くそう うってやる
think they're coming back?	戻ってくると思う?
what would you play?	その後 別々の道を歩み
okay, okay, okay, all we have is each other. it is all we've ever had.	俺達の事が分かるのは 俺達だけなんだ
samuel abbott broke three vertebrae in his back on march 23, 2009.	サミュエル・アボットは 2009年3月23日に 背中の3本の椎骨を折ったことだ
what the hell!	何やってんですか?
if you like me you need to get to know me.	あなたが私を好きなら 私をもっとよく知って欲しい
now that's the kind of cando spirit	その意気だ それでこそ...
but they have to know that women, as we are in this room	この部屋にいる女性の存在を 知るべきなのです
that person will really investigate alone?	あの人 ホントに 1人で調べるつもりなんすかね。
trust me when i say, you are not gonna want to touch this bad boy!	もちろん これには触りたくないよな
i was at the first crime scene.	僕は最初の現場にいた
across the country	運動を起こすことが
i was touched. sorry i breathed a lot.	感づかれたな。 ごめん 私 息しちゃった。
beecher pharmaceuticals...	ライバル会社のビーチャーは
any power you may have had in this world is gone.	あなたが今まで持っていた パワーはすべて消えたわ
she doesn't understand you.	彼女は あなたを分かってないわ
but you're safe now.	でも大丈夫
i was beaten more things than i wanted to do.	やりたいと思ってた以上のことを やられたんです。
i got to be honest, mr. swifty, you lost me at friedrich.	正直に言うと "ミスター詐欺" "フリードリヒ"のことはわかりません
good thing you weren't there.	君は無関係だな
what do you want?	せんどう
instead of any of the other possibilities	他にいろいろ存在しうる宇宙に 住んでいないのかということです
she's a little angel.	小さな天使よ
can i get an amen on that, clebourne?	"アーメン" と言ってやれ
what if make a certain amount of elderly people seats?	どうせやったら お年寄り限定で 営業したら どうでしょうか?
with the founder of massive dynamics?	マッシブ・ダイナミクスの 創業者と研究してたのか?
you can have them!	好きなだけヤラしてやるよ
you're seeing the tuxedos, the bouquets.	タキシードや花束が描かれています
where are you gonna be?	これからどうする? - イームズがいる
tandy dude oh!	タンディ おい - ああ!
walker just nominated kern.	カーンが指名された
where anybody working intelligence can work on anything they want.	職員が皆で書きたい内容を書いている
hey hey, is it this?	ねえねえ これでしょ?
just now, some people from imperial something came.	ついさっき インペリアルなんちゃらの人達が来て
a long, long time ago	かなり昔のものです
you leave my father to me.	父を 私に任せて
what!?	貴様 何を...。
waiting for someone to awaken it.	何かの目覚めを 待っている。
from the right wing?	背负「自由之翼」
nothing would be changed.	この世界では 何も変わらないんだ。
i had slippers. slippers.	自分のスリッパだって持ってた。
but it's merely tones, rhythms, and harmonic vibrations.	だが単なる音色とリズムの 調和振動だ
drugs?	麻薬か?
feed sugar to the fungus in your body, the fungus creates alcohol, so it's like friends helping friends, really.	アル中だよ 体内の菌が砂糖で アルコールを生成 友人の助けみたいに
then i'll leave it in your hands. yes. thank you.	じゃ お願いね はい ありがとうございました
hold it.	你又把名字还回去了
he was in and out of institutions for a while, but... for the last 15 years, he's been on the streets mostly.	父は しばらく施設を出たり入ったりしてたけど この15年間は ほとんど路上で過ごしてる
i can understand you not wanting to work with us	浦原さんと関わりのある我々と 手を組みたくないのはわかります。
on the spectrum of radio factories, this one is particularly...	特定の周波数の... 無線機を さらに正確に言うと...
hey kouheikun. good to see you.	あ~ 孝平君 久しぶりじゃん。 ちわっす。
a few months ago, i was getting ready to go on	本の宣伝ツアーのため
at the time i truly didn't believe it was possible, but..	「それでもあの時は 正直 『ありえねえ』と思ったけど
allow me to have my men scattered about your ball, in costume, so we can hopefully catch this monster.	どうか舞踏会で 我々が仮装し 散在する許可を うまく行けば 怪物を捕えられます
okay, four walls build a home.	四壁が家を造る・・・
i need to get back to the club. oliver	オリバー - クラブに戻らないと
in a way, yes.	まあ、そんな所だ
you can kill me, come to your senses!	殺したいなら殺せ だけど考え直してくれ
an electromagnetic pulse. that's what it's building to.	電磁パルスだわ これで、放射能を吸収してたのよ
and go out and look at the largest industrial incursions	それから風景の中の大規模産業の爪痕にも
but here's what's going on here.	さて からくりはこうです
i am afraid. i'm afraid that i'm gonna miss out on this guy's childhood.	この子の成長を 見逃すのが怖いよ
i can do whatever i like! i'm not a little kid!	《そうだ... 諦めちゃいけねえ。 どんな素人でも➡
and since stephanie was wearing trent's nail, i can confirm that trent is one of the victims of the ghost killer.	ステファニーが トレントの爪をつけてたから - ゴースト殺人の被害者ね
there are so [many] houses inside.	中に家がたくさんあるのですが
which refers not only to the rats	この彼らは鼠の事を指すだけではなく
when eliza arrives, it finds you and me as a welcome party...	エリザが到着したら 君と俺は歓迎会だ
ahh, what should i wear?	うわー。 何 着てこう?
i was born in yamanashi.	わたし 山梨生まれだから。
really... i wonder what the editor was thinking.	フン 何のための 御庭番だと思ってる。
and that's why i love you.	だから好きなのよ
you see, what i wanted to talk to you guys about...	よっぽど板について見えるわね。
misinformation is everywhere.	誤った情報で あふれています
you have anything left to say to me, you say it to my real doctor, dr. eve saks, and you, you bring a fucking army.	今後はイヴ先生を通せ 軍隊でも呼べよ
i don't conceive of it that way.	私の考え方は違います
who is that old one?	誰だいあれ?
storage sharing is a really pragmatic system	ストレージ共通化って すごくプラグマチックなシステムだけど
i'm afraid i'm getting changed.	気分転換になっていいかもな
oh my god...	ぇっ!
shall we look for your wife together?	奥さん 一緒に捜してやろうか?
i got acquainted with hiroe yeah.	へー のりえちゃんと知り合いなの
you're saying it'00 in the morning?	朝の4時にしては異常?
i'm so sorry, kid.	すまない... ボウズ。
between tessa and ryan in the rumpus room	娯楽室でテッサとライアンの
i'm not going to send you to vipers if i don't think you got the chops.	あなたが不向きと思うなら バイパーに乗せない
how you feeling?	気分はどう?
i'm uiharu kazari from the 177th branch of judgement.	<judgement>  风纪委员第177支部の白井と申しますの
uh, archie, i mean.	アーチーでした
wait, caitlin.	待ってたぞ
dave! dave! no!	デーヴ!
zod destroyed the metropolis office	ゾッドがメトロポリスのオフィスを破壊したわ
he's reading this again? it's his favourite book.	また こんなもの 読んで。 坊ちゃまの愛読書です。
i know!	知ってるわ
the president of brazil, ms. dilma rousseff.	ジルマ・ルセフの言葉を 引用しましょう
so that anything we tell you about who you are, what you've done you can dismiss as lies, andrew.	だから、君が誰であるか、そして、 君が何をしたかに私たちが君に話すことで... 偽りだと、棄却できるだ アンドリュー 俺の名前は エドワード・ダニエルだ
right!	そう それだ。
aiko. you can sleep with me today. ok!	藍子。 今日は おねえちゃんと 寝ようね。 うん!
we've never visit him because of the cemetery thing. the thought of it just give me the willies.	墓地問題があって 気味悪かった
and also this.	あとこれも。
i'm done with your lies, jason.	君の嘘には うんざりだ ジェイソン
i wanted to do what you wanted.	大丈夫か? - ダメな方がいいんじゃ?
i should stand up straight.	背筋を伸ばせ
i'm going out with david and di.	デビッド&ダイアンと出かけるわ
and reasonably smart incentives	ではありません
it's just a coincidence	ただの偶然よ。
after the bank, we'll figure out if we can bust them out.	銀行の後 彼らを 出せるか どうか 検討しよう
lady, you're insane.	狂ってるな
where's carlos?	カルロスはどこ!
everyone's come down to back us, blood, but no one can get inside.	誰も信用してくれねぇ
i love you...	好きなんです
it's will.	ウィルだ
we're going to hoi an after the show.	ショーが終わったら ホイアンに行くの
and if you're not talking to me, someone else must be talking to you.	あなたが私と話してないなら 他の人は 話をしてるはずです
really. such a pretty tiffany blue	ホント キレイなティファニーブルー
there it is!	反応なし、いないわ
you can hold it like a liver	肝臓のように見えますが
you...!	あ~っ! 大体 お前ら
i tried hard for the chanel	シャネルの マドモワゼルバッグのために
tevi handled us.	テヴィが仕切ってた
so you gonna kill me?	私を殺すのか
they will kill us all	匪賊に見つかったら 俺達全員 殺される
and i myself met this person in the early days of this mountain climb.	私自身 山を登り始めた頃 その人に会いました
yes! sorry for the wait.	はいそういうことだから
well, in that case... thank you for your generosity, rarity.	じゃあ今回だけ・・・ 親切にしてもらってありがとう
he's a bag of dicks!	彼はディックスのバッグです!
better safe than sorry. that's my motto.	安全第一が信条でね
oh, very funny.	実在した障害者役で
i'm really keen to try and minimize the addition of any chemicals.	化学薬品の使用は最小限にしようとしています
you're bankrupting this company	この会社を破産させ
all talk about different frequencies! for example...	教えたじゃない!例えば...。
from that moment forward, i decided	その瞬間私は決心しました
they found us huh.	どうです?
we did it! ah! hachan!	あっ... な... 何だ こりゃ。 えっ?
can i get you a coffee?	次に誰がそうなるか 分からないよ
killing and mutilating with no regard to the law or conscience.	法や良心じゃなく 殺したり傷つけたり
somebody i'd like you to meet.	やつがいる
well, checking cctv in the area.	この地区の監視カメラを調べてる
they're dead, aren't they?	彼ら 死んでるんでしょ?
! what are you doing?	何をしてるのよ?
plan b or is it c?	今度はプランBか、Cか?
she went out with you hiding this fact!	寿退社しますn思ってなくても 言いましょう。
very, very heavy cultivation all the way down to the river's edge	川岸すぐそばまでの土地耕作により
yeah...	そう・・・
eh? decorations?	そう 飾り
twenty years ago, due to the war between the samurai and the amantos	20年前... 侍と天人の争いによって➡
um... small favor.	すまないが...
hey ted!	テッド?
and he has hurt us both so much. so...	とても傷つけたわ...
well? do you give up?	いや。 えっ?
you need anything, just call this number.	何かあったら電話しろ
it sounds exhilarating.	爽快そうに聞こえます
you want to speak with the cardinal?	枢機卿と話がしたいのか?
this was a good purchase.	俺そんな顔してた
why is everything so hard for you?	なんでそう何もかもが お前には厄介なんだろう
your sentence is to be stayed.	よって判決を保留する
[shin il sa] [wall and table clock specialty]	[ シンイルサ ][ 壁掛け 置時計専門 ]
what going on?	まいりましょう!
is that her professor?	それは教授?
the warning about inadvertent overload?	不注意によるオーバーロード についての警告文です
if we show older, middleaged, younger people images	もし 皆さんがこのような
[sighs] a1 imports.	a1インポートだ 行こう
um, i think it best if i remain here and try to identify who drugged him.	ここに残るなら最善だ 誰が彼に薬を投与したか確認する
i need to speak to dr. walker.	話をさせろ
it was me.	解かれた
from the united states of america, serena williams.	アメリカからセリーナ・ウィリアムス
then, excuse me.	では 失礼します
it goes really fast, and it's not that impressive.	一瞬だったので よく分からなかったでしょうか
hey keitoku	おい 渓徳!
back on top of your desk in new products	新しい製品として戻ってきたり
museum's closed.	博物館は閉館しましたよ。
how is this possible?	ありえない
and they do it so plump little lords like you can enjoy their summer afternoons in peace and comfort.	あんたのような まるまる太った殿方が 夏の午後を 平和で快適に暮らすように
no... i know. more like...	そう、もっと...
uh, you're a wicked charlatan... and you're going to hell then.	あなたって 最高の詐欺師ね 地獄行きよ
boys, it's no use. we know you're covering for her.	ママをかばってるな 分かるぞ
five years on the island called lian yu? yes	リアンユウと呼ばれる島に5年? はい
you have a point.	ん まあ 勉強もあるもんね
2.3, 1.2 and sometimes much more.	2.3 1.2 時々もっと大きい数字になります
i do not know what i wanted to do	何がやりたかったのか わからなくなってきちゃった
apart from the property left by my parents i have nothing.	私のような 親の残した財産以外 なんの力もない弱い人間は
i wish i could tell you.	お前に話す事ができれば
i like the way your mind works.	君の考え方が好きだ
why do you fly off in a hurry? wait a moment yuri.	だから 慌てて飛んできたの? ちょっと待って 由梨ちゃん。
a grimm?	グリム?
in its development for several months before	胎内での経験に基づいて
fine! you gotta be kidding me!	冗談じゃないわ!
you were a lucky duck.	ラッキーだったわね
and i'll grind their bones to make my	儂がそいつらの骨をすり潰して...
i am busy with grandma, you are the one.	おばあちゃん お忙しいから。 あなたこそ。
still, that girl's power...	しかし あの小娘の力...。
to tell him i was okay and once earlier today. when you tipped off an active suspect?	彼に、問題なく迅速に行動できたと報告する為に。
it was just like usual.	いつも通りで...
i'm not.	愛してない
all right... all right.	まさに今、死の行進をしてる
many of the boys are now too frightened to come in here.	多くの生徒達が この場所を恐れている
he was taken at my command to answer for his crimes.	私の兵が連れて行った 犯罪の取調べだ
thank you. thank you very much.	ありがとう ありがとうございます
michael, he took the company's deal to save your life.	彼はカンパニーと取引したのよ あなたの命を救う為にね
there is nothing that better personifies	素振りしてたほうがマシだしな。
but i love this world.	ここにいる皆が大好きです
are you guys serious?	マジで眠るんだ 俺たち
we'll do this again soon.	またすぐに、始めるわ
i'm the one that should be jealous. he called you first.	彼がお前に最初に連絡した事に 嫉妬するべきだな
what is this?	名は 何という?
i've read of it.	聞いたことがある
is, what then should the west be doing?	欧米諸国は何をすべきかです
i want itachi's eyes.	イタチの目をもらう。
this chart shows you the performance of countries.	この図は国ごとの成績です
and that is certain. the worst thing is that it is certain.	「この、明確に知ることが 最悪の事なのだ」
to the trauma room of st. vincent's hospital in manhattan	マンハッタンにある 聖ヴィンセント病院の治療室まで
and i want to think about the possibilities	母たちがもっと関与していた場合
uh, looked into the phone records.	電話の記録を調べました
what be that, first mate?	船長、反逆だ!
had too much noodles?	あんまり無理しないほうがいいじゃない
and what happens at the end?	すると どうなると思いますか?
e could do whatever he wanted.	彼に出来ない物は何一つない
now, a wet dragon head can't light its fire.	頭が濡れたドラゴンは火を吹けない
three, two, one.	三 二 一
you're on acid.	薬をやってるのか?
sorry.	我看过信了 还来得及吗
then come right back here	戻って来い
where you going?	リンダ? どこだ?
or vice versa for some	その逆の見方を する人もいますが
i was chewing gum to help my teeth...	歯のためにガムを噛んでいたら――
that might be a bug too.	それも バグなのかもね。
imbue our designs with inherent intelligence	デザインに固有の知性を注ぎ込む ことが必要ですが
'cause being a superhero is not about a cape or a cowl.	マントや仮面と スーパーヒーローであることは関係ない
ah, there may be. she's there! ?	あー ありうる。 あっ!?
as for the people who can't even become lab animals, do you know how deep their darkness can run?	その実験動物にすらなれない連中の闇がどれだけ深いか
for kids using this.	並列・直列回路を作ることができます
at least that's what your buddies	少なくともあなたの仲間
let's try it once.	やってみよう
home alone.	家に1人でいたわ
and it's already written down so, like, if you're driving	そして記入済みなので 運転中に
because we didn't have to be afraid of it anymore.	何故なら もはや恐れる必要がなくなったからです
one dimensional, where we all have to think the same.	それが調和されるということでしたね
it was fun and cute!	面白かったし、可愛かったよ
fifth column is proving to be a bigger threat than anticipated.	フィフス カラムの脅威が 予想外の規模に
you are very right.	氏名不詳 銃創により意識不明で搬送
to shut your engines and discover the power of sleep.	睡眠の力を発見してください
that's not enough to get you released.	釈放するには まだ足りない
shit, what...?	なんだ... ?
or vodka?	か ウォッカ?
and women.	そして女
if you're going to arrest me just do it.	捕まえんだったら さっさとやれよ
thanks. this shouldn't take long.	どうも すぐに済みます
looking at it!	はいはい
this is the fate that jack atlas himself chose.	これこそ ジャック・アトラスが 自ら選んだ運命だ。
tomoya had known it too.	日にちが 繰り上がった分の 準備不足は 重々承知。
the last time i saw kevin was, like, a year ago.	俺を拷問しただろ 俺は全ての友人を拷問するんだ
it's one of the ways	そのような内なるパワーを得る ひとつの方法です
don't fall asleep. shut up.	黙ってろ
and we boast about it because we've spent three billion.	「30億ドル出した」と自慢するが
come on, you can do it.	出来るでしょう?
nothing could be further from the truth, i'm the good guy here.	真実を隠した正義などない、 私こそが正しいのだ。
are you sick?	病気持ち?
i am a mature woman.	だって私 大人の女だもの
i use this tool when i plant.	この道具は ガーデニングに使うものよ
the hell? and don't bring the cat to school!	あのな っていうか学校に猫を持ち込むな
then i had to possess another person so i could traffic with the living.	生きた人間と取引するためには 別の人間に憑依する必要があった
prudence dictates that i hold off on authorizing the rescue operation until we can be more certain of her status.	大統領の状況が判明するまで 救出作戦は保留だ
is going to divorce her now.	離婚するとか言うでしょ
i am sorry...	私は違います
the majority of which, at least half, is going back into the legacy fund.	少なくとも半分が レガシー・ファンドに渡りました
so, we went with peter. which, personally, i think is worse.	だからピーターにした 私はこっちの方が酷いと思うけど
it's built with mostly offtheshelf parts	ほぼ既成部品で組み立てられ
but we don't even know where to start!	でも、どこから始めればいいのか わからない!
isn't a step at all.	過去となり ステップではなくなってしまう
breathe...	息が出来ないのは...
in the end, he still gave up on you.	最終的には まだ 見放されてるじゃねえか。
she is known for raising the bar of home cooking.	《家庭の料理のレベルを 格段に飛躍させた事で知られる》
i'm sorry	まだです すみません
a picture is worth a thousand words.	百聞は一見にしかずです
i am a shinobi.	《俺は忍だ。
i think i'd like to take him alive, if possible.	いいや... できれば 生け捕りにしたいと考えている。
it's not that big a crime as yet. turn it off!	大きな罪には ならない 消しな!
who's falafel?	「誰を釈放させたいの?」
it's foreign, i think.	外国の名よ
previously on homeland...	前回までのホームランド
wait here!	待て!待て!
and they're picking up information from cells	そこにある細胞から情報を得て
well, first, we rope him in with some flash, then we steer them towards a couple of good inside men, a face.	まず彼をピカピカのお宝で 罠の中に追い込み それから 数人の内部の者の中に 彼らを差し向け 引っかける
i see.	なるほどね~
about the rest of the species that occupy the rainforest.	他の生物に関しても いろいろな情報が得られます
anything's better than just hangin' around waiting for 'em to pick us up.	ただここで見つかるのを 待つのと比べりゃ何でもマシだぜ
looks great. thank you.	見違えたわ ありがとう
but i think i should be going. hmm.	もうおいとまいたします
and it's as if you're in a dragster	すると レーシングカーに乗って
come on!	隠れるんだ!
still don't have it. e.r.'s got a bunch of traumas.	erが大忙しみたいで
the creation of a truly global society.	本当のグローバル社会の創造の...
the dueling angel from the heavens!	舞い降りた デュエルの天使!
i will even learn to stop people from dying.	人々が死ぬことさえ止めてみせる!
you mean dead.	死んだの?
i know a bit about interior design and furniture.	内装や家具なら 多少はわかります。
why are you in here?	入った理由は?
don't make suffer any more..	これ以上 私を苦しめないで...。
wewe crashed here	ここに...ここに墜落して
actually, i have another thing i was gonna mention.	実際、私は言おうとしていたこととは 別の考えがある
that's right. that's right, editor.	そうですよ 編集長
well, now i have to help.	よし
glad we had this talk.	この話をできて嬉しいわ
by mysterious aliens from outer space and	<新八:謎の宇宙人に キャトルミューティレーションされ➡
i'm just not built that way, but...	俺にはそう出来なかったが ベストは尽くしたんだよ
let me in.	乗せてくれ!
i was wondering if we could postpone it for a while.	ちょっと延期して いただけないかと思いましてね
you with the very large scar on your face?	顔に大きな傷のそちらさんは?
but it also costs us the people we love.	私たちが愛する人たちの命がかかっています
with toxic insecticides like ddt	鳥を殺すのではなく
wait, so a psych eval isn't a formality? no, it's so i can get some sleep at night.	じゃあセラピーは不要?
every one of you is a brave soldier.	キミ達は勇敢な兵士だ
every so often i get these images of her, especially when i smell her perfume.	しかし 時々 母を想像するんだ 特に 香水の匂いを嗅いだ時
crunch down	踏み砕く。
we can book a room in avalon.	アバロンのホテルを 予約して
fundamentals of laparoscopic surgery.	腹腔鏡手術の基礎
um, thanks.	ありがとうございます。
so, you must go back, satoru.	だから サトルは戻って
i'm his nephew.	僕は彼の甥だ
okay. okay.	は~い。 は~い。
we might not have always made the best decisions for you, but we have always had your best interest in mind.	最良の決断が下せない時も あっただろうけど いつもあなたのためを 思っていたわ
now, to clear you from the jets... i'm gonna give you a little push.	飛ぶから離れてろ
we hook this into your nervous system, it'll make you as strong as a droid.	神経接続で ドロイド並の強さに
yeah, of course, yeah.	もちろんさ
as an advance celebration for yokominehan too, everyone stand up.	ほな 横峰はんの前祝いも兼ねて 全員起立
i have something to say to you, and it's not gonna be easy. no, no, look...	話したいのに 言葉が浮かばない・・
me me me me?	ねえねえねえ...ねえ?
it's true that mom was never very fond of your hexenbiest whore of a mother who stole our father's heart.	父の心を盗んだ 君の魔獣娼婦の母親を 毛嫌いしていた 母の言った事であって私じゃない
yeah, shut up flanders!	そうだ、黙ってよフランダース!
the sooner the better.	そんなに簡単に...
based on the prominent zygomatics, your man is number three sung dae park.	頬骨の形が同じだわ 3番の男は サン・ダエ・パーク
do something and do your job	何とかしてよ そっちの仕事でしょ
i mean, he's sweet and goofy and his bad jokes make me laugh.	おっちょこちょいだし それに悪い冗談で私を笑わせてくれるんです
in the brewing process, there's lots of cloudy elements in the beer	飲むかもしれませんね ビールは醸造プロセスで
kirkland would be keeping up appearances.	カークランドは ずっと平静を装ってる
and all these big banks and... fannie mae and...	大手銀行だって 破産する時代だ
give me a triple.	3ショットくれ
you'll arrest me?	俺を逮捕するのか
you ran away from human blood midhunt.	君は狩りの途中で人の血から逃げた
what? what?!	なんだコレは?
it has four quarter notes.	4つの音からなる
i did not have a shadow when i was idle	イケてた頃の僕は 見る影もない
that's it!	つまり それ
now, true is a real humanitarian.	トゥルーは実に人道的で 仲間が
you know how to find me.	あなたなら見つけられるでしょ
well, the first one you'd get, anyway.	試しに使ってみたの
when i went to identify the body...	死体を確認に行った時
no. we wait while you get your coat.	いや、あなたがコートを 着るまでお待ちします
i will paint your face on every building in this city until you recognize my love!	ニューヨーク中のビルに 君の顔を描きます 僕の愛が伝わるまで
what do you think? are we pals again?	友達に戻る?
look at my eyes	僕の目を見て
dr. arden, i'd like to go over with...	Dr. アーデン 一緒に外にでも・・あら
should we iron it?	皮肉を言うな
you friend of us!	俺たち 友達 ブラボー!
you're afraid?	黙ってると怖くなるじゃない
do you know these words? love is two people	♫ 言うだろう?愛は二人で ♫
piper. rhymes with sniper.	パイパー、"スナイパー"ぽい発音の
as whole human beings	人類全体として
well, there you go. that critter belongs to len.	なら決まりだ そいつはレンのものだ
seeing as my ma never officially married your dad yeah, you figured why mention us, right?	お袋は正式には 未婚だし... 願書に 書かなかったんだな?
you're sure you're up for this?	いいのか?
fasten your seat belts! mine! mine!	シートベルトを締めろ
damn it, barbara. because... it's work.	くそ バーバラ 忘れてくれ
ronald, why are you walking away, ronald?	ロナルド 何で逃げる ロナルド?
but he does.	でも 彼には兄弟がいた
nine, ten, never sleep again	9,10 二度と寝ないこと!
the worlds hero.	世界の主人公になった>
uh...	これは不気味
yes, peter bishop, whose history of questionable business practices, verge on fraud.	そのピーターだけど 彼のキャリアには疑問が多いわ 詐欺師まがいよ
now that we're speaking together man to man	それじゃあ 男同士の話と行こう
starling city is once again at war with the drug known on the streets as vertigo.	スターリング市は またもや戦争状態です めまいとして 街で知られてる薬で
i know the last few years have been tough. but come on, man.	うまくいってないのはわかる
we still had homework.	様子はどうでしたか?
so,goodbye,jack.	だから グッバイ、ジャック
fall back!	後退しろ!
had been recorded by the bank.	《銀行によって 控えられていました》
you are not gonna keep me prisoner. i said you are not gonna keep me prisoner.	お前は俺を囚人にしたりはしない お前は俺を囚人にしたりはしないと言った
goodbye, phillip.	さようなら、フィリップ
later, lover!	あばよ
but with privilege comes responsibility.	だが 特権には責任がつきものだ
killed, i was told.	殺されたと
your underwear, did she?	保健の先生に 下着の中とか 調べられたりしなかった?
john, i need you to know everything that happened today.	ジョン、今日起きたことは 全部分かっておいてほしいの
we're gonna need a search party.	捜索隊を出す
did he ever hit you?	暴力を?
that means, the company kept on paying my welfare pension until now right?	...ってことは 会社は いまだに 私の厚生年金を
um... i'll come and return it when it stops raining!	あの... 雨がやんだら 返しにきます!
i was speaking to a lot of my friends	生物保護に関わっている友人と−
sakuragisan fell down the west staircase, right?	桜木さん 西階段 使ったんだね
we thought we actually could go through this again	再度同じことをやりきれるだろうと思ったし
you had to stop doing what you liked.	自分のこと犠牲にして。
you might want to change your shirt. they're very sensitive to smell.	シャツを替えたほうがいいわね 匂いに敏感な連中よ
